datetime,bitcoin_price_usd
2020-10-18 00:00:00+00:00,11483.35971184
2020-10-19 00:00:00+00:00,11742.03715033
2020-10-20 00:00:00+00:00,11916.33514058
2020-10-21 00:00:00+00:00,12823.68918938
2020-10-22 00:00:00+00:00,12965.89129043
2020-10-23 00:00:00+00:00,12931.53902256
2020-10-24 00:00:00+00:00,13108.06261161
2020-10-25 00:00:00+00:00,13031.17431056
2020-10-26 00:00:00+00:00,13075.24769656
2020-10-27 00:00:00+00:00,13654.21844012
2020-10-28 00:00:00+00:00,13271.28536861
2020-10-29 00:00:00+00:00,13437.8832414
2020-10-30 00:00:00+00:00,13546.52226938
2020-10-31 00:00:00+00:00,13780.99470249
2020-11-01 00:00:00+00:00,13737.10982864
