datetime,litecoin_price_usd
2020-10-12 00:00:00+00:00,50.74381819
2020-10-13 00:00:00+00:00,49.94064077
2020-10-14 00:00:00+00:00,49.84649026
2020-10-15 00:00:00+00:00,49.4903711
2020-10-16 00:00:00+00:00,47.69287458
2020-10-17 00:00:00+00:00,47.05392769
2020-10-18 00:00:00+00:00,47.61954565
2020-10-19 00:00:00+00:00,48.09891537
2020-10-20 00:00:00+00:00,47.05102987
2020-10-21 00:00:00+00:00,53.04532907
2020-10-22 00:00:00+00:00,54.26727705
2020-10-23 00:00:00+00:00,55.23868781
2020-10-24 00:00:00+00:00,59.09583200846765
2020-10-25 00:00:00+00:00,58.67655438851017
2020-10-26 00:00:00+00:00,56.75755764453156
2020-10-27 00:00:00+00:00,57.70926615009229
2020-10-28 00:00:00+00:00,55.81280258890041
2020-10-29 00:00:00+00:00,54.76566414400526
2020-10-30 00:00:00+00:00,53.8343302247775
2020-10-31 00:00:00+00:00,55.59026116062229
2020-11-01 00:00:00+00:00,55.58762310262705
2020-11-02 00:00:00+00:00,53.81446120128629
2020-11-03 00:00:00+00:00,53.81962176
2020-11-04 00:00:00+00:00,54.49910437
2020-11-05 00:00:00+00:00,58.67849616
2020-11-06 00:00:00+00:00,63.13111235
2020-11-07 00:00:00+00:00,59.14364748
2020-11-08 00:00:00+00:00,61.05504665
2020-11-09 00:00:00+00:00,59.36388331
2020-11-10 00:00:00+00:00,58.23734357
2020-11-11 00:00:00+00:00,59.51502792
2020-11-12 00:00:00+00:00,60.36537784
2020-11-13 00:00:00+00:00,65.45720007
2020-11-14 00:00:00+00:00,63.77414998
