datetime,litecoin_daily_trading_volume_usd
2020-09-14 00:00:00+00:00,1786276098.0
2020-09-15 00:00:00+00:00,1663112038.0
2020-09-16 00:00:00+00:00,1677176316.0
2020-09-17 00:00:00+00:00,1701721113.0
2020-09-18 00:00:00+00:00,1135873393.0
2020-09-19 00:00:00+00:00,961716690.0
2020-09-20 00:00:00+00:00,1033913350.0
2020-09-21 00:00:00+00:00,1923483523.0
2020-09-22 00:00:00+00:00,1078696494.0
2020-09-23 00:00:00+00:00,1676705751.0
2020-09-24 00:00:00+00:00,2070966440.0
2020-09-25 00:00:00+00:00,1849539132.0
2020-09-26 00:00:00+00:00,2123570272.0
2020-09-27 00:00:00+00:00,2217192656.0
2020-09-28 00:00:00+00:00,1923868466.0
2020-09-29 00:00:00+00:00,1790368155.0
2020-09-30 00:00:00+00:00,1979505099.0
2020-10-01 00:00:00+00:00,2558851054.0
2020-10-02 00:00:00+00:00,2201641713.0
2020-10-03 00:00:00+00:00,1707844978.0
2020-10-04 00:00:00+00:00,2034541387.0
2020-10-05 00:00:00+00:00,2349391995.0
2020-10-06 00:00:00+00:00,3013107749.0
2020-10-07 00:00:00+00:00,2167187221.0
2020-10-08 00:00:00+00:00,2350341454.0
2020-10-09 00:00:00+00:00,2250628685.0
2020-10-10 00:00:00+00:00,2781995604.0
2020-10-11 00:00:00+00:00,2601103257.0
2020-10-12 00:00:00+00:00,2646408249.0
2020-10-13 00:00:00+00:00,2177774803.0
2020-10-14 00:00:00+00:00,2213563866.0
2020-10-15 00:00:00+00:00,2340485565.0
2020-10-16 00:00:00+00:00,2331529601.0
2020-10-17 00:00:00+00:00,2169301016.0
2020-10-18 00:00:00+00:00,2636565895.0
2020-10-19 00:00:00+00:00,1771107656.0
2020-10-20 00:00:00+00:00,1757468523.0
2020-10-21 00:00:00+00:00,3534993796.0
2020-10-22 00:00:00+00:00,3814584794.0
2020-10-23 00:00:00+00:00,3519541892.0
2020-10-24 00:00:00+00:00,3891894018.0
2020-10-25 00:00:00+00:00,3722679374.0
2020-10-26 00:00:00+00:00,3703895507.0
2020-10-27 00:00:00+00:00,3441674938.0
2020-10-28 00:00:00+00:00,3786974221.0
